סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
806       ,עין יהב                  ,62        ,באר שבע                  ,63        ,אילת                     ,54        ,הערבה התיכונה            ,831       ,45        ,219       ,247       ,151       ,39        ,130
807       ,חניאל                    ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,872       ,48        ,158       ,305       ,110       ,111       ,140
808       ,ניר אליהו                ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,659       ,51        ,156       ,191       ,83        ,46        ,132
809       ,נחם                      ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,612       ,58        ,145       ,208       ,69        ,51        ,81
810       ,עופר                     ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,573       ,54        ,127       ,199       ,65        ,59        ,69
811       ,יכיני                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,715       ,68        ,168       ,229       ,99        ,57        ,94
812       ,שלומי                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,7490      ,530       ,1531      ,2724      ,1032      ,754       ,919
813       ,עין יעקב                 ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,1162      ,115       ,301       ,426       ,132       ,95        ,93
814       ,תלמים                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,897       ,83        ,252       ,308       ,80        ,72        ,102
815       ,זבדיאל                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,653       ,85        ,152       ,233       ,51        ,68        ,64
816       ,זנוח                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,584       ,48        ,128       ,211       ,70        ,58        ,69
817       ,עזריקם                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1417      ,139       ,316       ,546       ,137       ,145       ,134
818       ,זרחיה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,790       ,71        ,222       ,281       ,78        ,65        ,73
819       ,אביגדור                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,903       ,84        ,207       ,302       ,98        ,82        ,130
820       ,חלץ                      ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,516       ,41        ,116       ,150       ,84        ,42        ,83
821       ,אחוזם                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,515       ,37        ,78        ,208       ,63        ,47        ,82
822       ,מטע                      ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,886       ,78        ,243       ,297       ,112       ,63        ,93
823       ,בר גיורא                 ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,656       ,99        ,131       ,230       ,60        ,56        ,80
824       ,כוכב מיכאל               ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1150      ,87        ,339       ,338       ,159       ,68        ,159
825       ,נס הרים                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1436      ,120       ,509       ,445       ,194       ,69        ,99
826       ,עוזה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,505       ,49        ,94        ,150       ,69        ,72        ,71
827       ,נווה מבטח                ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,705       ,51        ,190       ,211       ,112       ,46        ,95
828       ,ישרש                     ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1045      ,111       ,217       ,373       ,120       ,109       ,115
829       ,מבטחים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,559       ,63        ,100       ,191       ,48        ,65        ,92
831       ,ירוחם                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,11738     ,1259      ,2771      ,4308      ,1205      ,934       ,1261
833       ,נורית                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,225       ,25        ,73        ,81        ,28        ,7         ,11
836       ,גנות                     ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,483       ,39        ,88        ,171       ,55        ,46        ,84
837       ,עזריאל                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,940       ,54        ,283       ,312       ,119       ,78        ,94
838       ,פדיה                     ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,823       ,67        ,163       ,309       ,103       ,77        ,104
839       ,פתחיה                    ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,893       ,88        ,185       ,317       ,107       ,86        ,110
840       ,כיסופים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,409       ,22        ,48        ,157       ,49        ,48        ,85
841       ,אלישמע                   ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,1177      ,101       ,250       ,400       ,160       ,124       ,142
842       ,געש                      ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,982       ,83        ,175       ,340       ,99        ,91        ,194
843       ,מרגליות                  ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,430       ,26        ,69        ,165       ,52        ,66        ,52
844       ,נחל עוז                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,501       ,44        ,96        ,182       ,66        ,36        ,77
845       ,כפר עזה                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,969       ,77        ,146       ,398       ,106       ,87        ,155
846       ,שפר                      ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,487       ,62        ,99        ,162       ,44        ,51        ,69
848       ,בית רבן                  ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,515       ,134       ,57        ,300       ,13        ,7         ,4
849       ,דבירה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1094      ,88        ,336       ,369       ,126       ,72        ,103
850       ,אחיטוב                   ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1000      ,88        ,197       ,346       ,153       ,85        ,131
851       ,ניצני עוז                ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1077      ,88        ,256       ,384       ,141       ,105       ,103
852       ,גונן                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,484       ,33        ,98        ,141       ,76        ,33        ,103
853       ,גאליה                    ,44        ,רחובות                   ,44        ,רחובות                   ,27        ,גן רווה                  ,1133      ,70        ,223       ,385       ,167       ,110       ,178
854       ,רחוב                     ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,447       ,41        ,76        ,163       ,54        ,49        ,64
856       ,שעלבים                   ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1555      ,185       ,596       ,502       ,169       ,39        ,64
857       ,כפר אביב                 ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,831       ,65        ,213       ,258       ,114       ,65        ,116
858       ,נווה ירק                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,1240      ,98        ,313       ,378       ,201       ,82        ,168
859       ,כסלון                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,431       ,46        ,94        ,158       ,46        ,39        ,48
861       ,שדה אליעזר               ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,948       ,73        ,234       ,308       ,143       ,94        ,96
862       ,גני יוחנן                ,44        ,רחובות                   ,44        ,רחובות                   ,30        ,גזר                      ,717       ,53        ,136       ,251       ,78        ,73        ,126
863       ,גינתון                   ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,966       ,95        ,205       ,324       ,148       ,69        ,125
864       ,בקוע                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,788       ,75        ,170       ,293       ,85        ,84        ,81
865       ,שיבולים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,376       ,19        ,99        ,121       ,49        ,35        ,53
866       ,יטבתה                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,933       ,44        ,165       ,332       ,142       ,82        ,168
868       ,אלוני יצחק               ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,166       ,6         ,10        ,58        ,13        ,32        ,47
870       ,גבעת השלושה              ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,719       ,66        ,128       ,228       ,105       ,58        ,134
871       ,עינת                     ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,924       ,54        ,282       ,244       ,167       ,59        ,118
872       ,גאולי תימן               ,41        ,השרון                    ,32        ,חדרה                     ,16        ,עמק חפר                  ,376       ,36        ,79        ,122       ,38        ,31        ,70
873       ,שלווה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,592       ,63        ,126       ,218       ,59        ,54        ,72
874       ,מגדל העמק                ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,29211     ,2287      ,5406      ,10038     ,3322      ,2868      ,5290
877       ,בית חירות                ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,854       ,51        ,199       ,275       ,132       ,77        ,120
880       ,עין שריד                 ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1576      ,119       ,351       ,548       ,193       ,201       ,164
882       ,אורנים                   ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,4         ,0         ,0         ,1         ,1         ,1         ,1
885       ,שדה בוקר                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,591       ,42        ,105       ,214       ,69        ,50        ,111
886       ,איתנים                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,4         ,0         ,0         ,0         ,0         ,0         ,4
888       ,כפר הרי"ף                ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,866       ,56        ,230       ,281       ,132       ,71        ,96
889       ,כפר חסידים ב'            ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,301       ,25        ,74        ,93        ,29        ,15        ,65
890       ,כפר הנוער הדתי           ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,70        ,8         ,14        ,19        ,3         ,8         ,18
892       ,עבדון                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,749       ,66        ,166       ,296       ,74        ,78        ,69
897       ,מדרשת רופין              ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,8         ,0         ,0         ,5         ,1         ,1         ,1
913       ,שבלי - אום אל-גנם        ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,6711      ,640       ,1785      ,2664      ,774       ,434       ,414
916       ,ישע                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,422       ,25        ,98        ,132       ,78        ,27        ,62
917       ,עצמון שגב                ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,1317      ,68        ,317       ,455       ,178       ,177       ,122
919       ,גבעת ישעיהו              ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,761       ,54        ,195       ,239       ,127       ,60        ,86
921       ,שער מנשה                 ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,123       ,0         ,0         ,9         ,29        ,28        ,57
922       ,רכסים                    ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,13210     ,2413      ,4227      ,4509      ,771       ,573       ,717
926       ,נווה אבות                ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,21        ,0         ,0         ,0         ,0         ,2         ,19
932       ,אבו עמרה )שבט(           ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,20        ,4         ,1         ,2         ,4         ,6         ,3
935       ,אבו סריחאן )שבט(         ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,31        ,1         ,6         ,12        ,6         ,2         ,4
939       ,מסעודין אל-עזאזמה        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18191     ,3399      ,6549      ,6255      ,1038      ,438       ,512
942       ,סואעד )חמרייה(           ,24        ,עכו                      ,24        ,עכו                      ,9         ,עמק יזרעאל               ,244       ,20        ,62        ,92        ,25        ,20        ,25
944       ,בסמת טבעון               ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,8119      ,709       ,1938      ,3419      ,961       ,588       ,504
948       ,חוג'ייראת )ד'הרה(        ,24        ,עכו                      ,24        ,עכו                      ,56        ,משגב                     ,26        ,3         ,3         ,5         ,1         ,4         ,10
956       ,הוזייל )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,2023      ,324       ,560       ,736       ,167       ,127       ,109
957       ,עוקבי )בנו עוקבה(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,615       ,104       ,185       ,243       ,44        ,25        ,14
958       ,אבו עבדון )שבט(          ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,294       ,53        ,92        ,105       ,24        ,7         ,13
959       ,אפיניש )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,107       ,18        ,26        ,36        ,15        ,9         ,3
960       ,אסד )שבט(                ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1166      ,242       ,415       ,409       ,49        ,23        ,28
961       ,אבו רוקייק )שבט(         ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,10584     ,1890      ,3636      ,3892      ,590       ,280       ,296
962       ,טובא-זנגריה              ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,7020      ,738       ,1683      ,3076      ,743       ,442       ,338
963       ,אעצם )שבט(               ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,11068     ,2190      ,3940      ,3933      ,531       ,252       ,222
964       ,קודייראת א-צאנע)שבט(     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,2811      ,327       ,1076      ,1076      ,182       ,61        ,89
965       ,אטרש )שבט(               ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,3679      ,470       ,1546      ,1357      ,160       ,80        ,66
966       ,אבו רובייעה )שבט(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,9126      ,1716      ,3134      ,3274      ,504       ,224       ,274
967       ,אבו ג'ווייעד )שבט(       ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,4805      ,952       ,1678      ,1660      ,260       ,109       ,146
968       ,אבו קורינאת )שבט(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,6832      ,1313      ,2340      ,2431      ,384       ,173       ,191
969       ,עטאוונה )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,193       ,11        ,69        ,64        ,20        ,9         ,20
970       ,תראבין א-צאנע )שבט(      ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1226      ,171       ,517       ,428       ,55        ,24        ,31
972       ,קוואעין )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1225      ,200       ,508       ,445       ,36        ,18        ,18
975       ,זרזיר                    ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,8870      ,971       ,2387      ,3756      ,846       ,481       ,429
976       ,ג'נאביב )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1404      ,290       ,476       ,471       ,90        ,34        ,43
978       ,כעביה-טבאש-חג'אג'רה      ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,6032      ,664       ,1582      ,2543      ,584       ,372       ,287
986       ,ח'ואלד )שבט(             ,25        ,נצרת                     ,31        ,חיפה                     ,12        ,זבולון                   ,84        ,10        ,20        ,31        ,8         ,9         ,6
989       ,סואעד )כמאנה( )שבט(      ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,36        ,0         ,6         ,12        ,10        ,4         ,4
990       ,ראס עלי                  ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,713       ,83        ,210       ,290       ,67        ,38        ,25
993       ,חמאם                     ,22        ,כנרת                     ,22        ,טבריה                    ,65        ,אל-בטוף                  ,1725      ,186       ,342       ,757       ,209       ,129       ,102
994       ,מנשית זבדה               ,25        ,נצרת                     ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1438      ,185       ,370       ,597       ,137       ,91        ,58
997       ,רומת הייב                ,25        ,נצרת                     ,25        ,נוף הגליל                ,65        ,אל-בטוף                  ,2219      ,272       ,542       ,938       ,212       ,132       ,123
998       ,ביר אל-מכסור             ,24        ,עכו                      ,25        ,נוף הגליל                ,0         ,                         ,10402     ,1083      ,2667      ,4361      ,1053      ,668       ,570
1015      ,מבשרת ציון               ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,26385     ,1943      ,4778      ,8893      ,3070      ,2684      ,5017
1020      ,אור עקיבא                ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,22226     ,1889      ,3928      ,7825      ,2459      ,2403      ,3722
1024      ,חרוצים                   ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,796       ,50        ,170       ,248       ,120       ,74        ,134
1031      ,שדרות                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,30751     ,3488      ,5734      ,12267     ,2933      ,2768      ,3561
1034      ,קרית מלאכי               ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,26650     ,3090      ,5955      ,10095     ,2226      ,2228      ,3056
1041      ,נצאצרה )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,563       ,50        ,194       ,223       ,65        ,18        ,13
1042      ,אבו עמאר )שבט(           ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,114       ,12        ,26        ,55        ,14        ,5         ,2
1043      ,גיזו                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,213       ,16        ,49        ,73        ,37        ,26        ,12
1044      ,יעף                      ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,284       ,22        ,88        ,84        ,48        ,27        ,15
1045      ,שתולה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,326       ,35        ,62        ,129       ,29        ,24        ,47
1046      ,אוהד                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,415       ,10        ,130       ,119       ,72        ,19        ,65
1047      ,חזון                     ,22        ,כנרת                     ,22        ,טבריה                    ,2         ,מרום הגליל               ,356       ,31        ,70        ,114       ,27        ,18        ,96
1050      ,בית חשמונאי              ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,2366      ,131       ,736       ,749       ,407       ,194       ,149
1051      ,תלמי אליהו               ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,320       ,21        ,69        ,115       ,37        ,15        ,63
1052      ,קטורה                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,626       ,38        ,104       ,229       ,62        ,88        ,105
1053      ,עין חצבה                 ,62        ,באר שבע                  ,63        ,אילת                     ,51        ,תמר                      ,55        ,6         ,13        ,19        ,8         ,5         ,4
1054      ,תל שבע                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,21354     ,3590      ,7548      ,7993      ,1215      ,555       ,453
1056      ,עין כרם-בי"ס חקלאי       ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,28        ,2         ,6         ,12        ,5         ,2         ,1
1057      ,נווה זוהר                ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,71        ,5         ,6         ,20        ,6         ,18        ,16
1058      ,שדה ניצן                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,522       ,22        ,94        ,162       ,95        ,39        ,110
1059      ,כסיפה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18484     ,3211      ,6296      ,6902      ,1081      ,549       ,445
1060      ,לקיה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,16085     ,2646      ,5405      ,6014      ,1095      ,516       ,409
1061      ,נוף הגליל                ,25        ,נצרת                     ,25        ,נוף הגליל                ,0         ,                         ,51494     ,3412      ,7667      ,17366     ,6309      ,5446      ,11294
1063      ,מעלות-תרשיחא             ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,25243     ,1697      ,4716      ,8910      ,3124      ,2629      ,4167
1064      ,אמירים                   ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,918       ,71        ,221       ,313       ,132       ,73        ,108
1065      ,זמרת                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,691       ,93        ,213       ,237       ,57        ,44        ,47
1066      ,בני עי"ש                 ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,7494      ,506       ,1165      ,2446      ,931       ,868       ,1578
1067      ,דוב"ב                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,492       ,32        ,104       ,183       ,59        ,53        ,61
1068      ,אדמית                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,474       ,31        ,80        ,158       ,68        ,51        ,86
1069      ,רם-און                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,992       ,48        ,275       ,294       ,189       ,71        ,115
1070      ,אביעזר                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,886       ,48        ,254       ,281       ,137       ,84        ,82
1071      ,נווה מיכאל               ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,777       ,73        ,233       ,269       ,67        ,52        ,83
1072      ,גן הדרום                 ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,538       ,37        ,150       ,186       ,60        ,31        ,74
1076      ,בית ברל                  ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,52        ,1         ,9         ,26        ,5         ,3         ,8
1077      ,גבעת שפירא               ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,316       ,17        ,79        ,85        ,68        ,20        ,47
1079      ,צפרירים                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,440       ,32        ,87        ,161       ,60        ,50        ,50
1080      ,מבועים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,1304      ,102       ,272       ,523       ,175       ,145       ,87
1081      ,אבן מנחם                 ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,363       ,35        ,55        ,127       ,43        ,52        ,51
1082      ,מעגלים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,1566      ,123       ,382       ,626       ,182       ,175       ,78
1083      ,תושיה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,554       ,56        ,166       ,212       ,61        ,29        ,30
1084      ,בן שמן )כפר נוער(        ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,264       ,27        ,57        ,84        ,23        ,24        ,49
1085      ,כרם שלום                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,241       ,31        ,48        ,103       ,29        ,20        ,10
1094      ,כרם יבנה )ישיבה(         ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,310       ,87        ,69        ,135       ,9         ,4         ,6
1095      ,כפר מימון                ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,747       ,67        ,235       ,244       ,88        ,25        ,88
1098      ,מרכז שפירא               ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,2362      ,262       ,616       ,841       ,204       ,232       ,207
1102      ,צוקי ים                  ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,254       ,11        ,53        ,69        ,43        ,23        ,55
1103      ,גני הדר                  ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,385       ,34        ,78        ,132       ,50        ,45        ,46
1104      ,פוריה - כפר עבודה        ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,366       ,28        ,69        ,148       ,33        ,44        ,44
1105      ,פוריה - נווה עובד        ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,1513      ,156       ,309       ,570       ,157       ,148       ,173
1108      ,אומן                     ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,589       ,57        ,122       ,230       ,71        ,46        ,63
1110      ,חבר                      ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,671       ,76        ,190       ,253       ,85        ,43        ,24
1112      ,יודפת                    ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,1020      ,104       ,290       ,361       ,135       ,42        ,88
1113      ,צור הדסה                 ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,10411     ,1282      ,2728      ,3802      ,1190      ,705       ,704
1114      ,שריגים )לי-און(          ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1089      ,55        ,220       ,425       ,139       ,174       ,76
1115      ,אביבים                   ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,497       ,37        ,125       ,188       ,66        ,30        ,51
1117      ,יעל                      ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,36        ,4         ,4         ,17        ,4         ,6         ,1
1123      ,אדרת                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,913       ,71        ,261       ,314       ,142       ,60        ,65
1124      ,נאות הכיכר               ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,290       ,15        ,57        ,90        ,41        ,19        ,68
1125      ,אלמגור                   ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,435       ,33        ,108       ,113       ,80        ,11        ,90
1126      ,אילות                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,367       ,26        ,66        ,147       ,30        ,26        ,72
1127      ,מעלה גלבוע               ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,760       ,95        ,294       ,263       ,41        ,22        ,45
1128      ,מי עמי                   ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,403       ,33        ,108       ,130       ,41        ,33        ,58
1129      ,גרופית                   ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,392       ,18        ,66        ,138       ,48        ,49        ,73
1130      ,כפר רוזנואלד )זרעית(     ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,288       ,16        ,50        ,92        ,53        ,16        ,61
1132      ,שניר                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,654       ,58        ,141       ,233       ,93        ,66        ,63
1133      ,ורדון                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,297       ,22        ,61        ,123       ,29        ,41        ,21
1134      ,יד השמונה                ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,290       ,21        ,84        ,102       ,37        ,7         ,39
